Cognitive Distortion,Generative.Methods,Related Sentence,Generative.Model
해야 한다' 진술,추가,"[여자/16세]
---
자격증을 모두 따야 해. 학생인 내가 회사에 취직할 때 자격증이 있어야 해. 자격증이 없으면 취업할 수 없을 거야. 좋은 회사에 들어가려면 자격증이 필수라고 들었어.",Claude
해야 한다' 진술,일반,"[남자/15]
---
시험이 코앞인데, 아직 절반도 못 봤어.  다 망칠 거 같아.  내일 수학 시험인데,  꼭 100점 맞아야 해.  안 그러면 친구들한테 뒤처질 거 같고…  숙제도 다 못했어.  이번 학기는 망했어.
",GEMINI
해야 한다' 진술,추가,"[여자/16세]
---
엄마는 내가 더 강해져야 한다고,  병원에 갈 필요 없다고 하셨다.  내가 학교에서 친구들과 잘 지내야 한다고, 더 적극적이어야 한다고 말씀하셨다.  하지만 나는 그럴 수 없다.  나는 괜찮은 딸이어야 한다는 압박감에 숨 막힌다.  모든 게 내 탓인 것 같다.
",Gemini
해야 한다' 진술,일반,"[여자/15]  
---  
요즘 수학을 너무 못해서 교실에서 친구들에게 무시당하는 기분이 들어. 부모님은 의료진인데, 나도 뭔가 잘해야 할 것 같아. 내가 왜 이렇게 못 하는지, 답답하고 초라해. 앞으로 어떻게 해야 할까요?",GPT
해야 한다' 진술,추가,"[여자/17세]
---
공부에만 몰두해야 하는데 친구들과 어울리고 싶어요. 하지만 공부를 등한시하면 안 된다고 생각해요. 늘 긍정적으로 생각해야 하지만 너무 힘들어서 슬퍼요.",Claude
해야 한다' 진술,추가,"[여자/16세]
--- 
나는 지금 아파서 학교에 가면 계속 힘들 것 같아요. 하지만 엄마께서 계속 가라고 하시니 나는 학교에 가야 한다고 생각합니다. 아프더라도 학교에 출석해야 하기 때문입니다.",Claude
해야 한다' 진술,추가,"[여자/16세]
---
항상 완벽해야 한다. 그렇지 않으면 실패자가 될 것 같아. 친구들 앞에서 말하는 것도 두려워. 다른 사람들이 날 보면 틀림없이 실수할 거라고 생각할 거야. 나는 무능한 사람이 되어버릴 것 같아.",Claude
해야 한다' 진술,일반,"[여자/14]
---
중간고사 성적이 나왔다.  80점대는 돼야 괜찮은데, 70점대다.  다른 애들은 다 잘하는데, 나만 뒤처지는 것 같다.  내가 더 열심히 해야만 했는데…  이번엔 망했어.  수학 시험도 잘 봐야 하는데… 
",GEMINI
해야 한다' 진술,추가,"[여자/16]  
---  
어제 친구와 다툰 후 계속 죄책감이 드네. ""나는 항상 좋은 친구가 되어야 해""라고 생각하니까, 조금만 잘못해도 내가 싫어지는 것 같아. 결국 혼자만 힘들어지고 있어. 어떻게 해야 할까?",GPT
해야 한다' 진술,추가,"[여자/16세]
---
진짜 내 모습은 완벽해야 한다. 다른 사람들의 시선이 나를 여기까지 만들었다. 내가 예쁘다고 생각해야만 다른 이들도 나를 예쁘다고 말해줘야 해.",Claude
해야 한다' 진술,추가,"[여자/16세]  
---  
인강을 듣고 문제를 풀어야 하는데, 실력이 부족한 듯해. 문제 먼저 풀고 다시 인강을 봐야 했는데, 그렇게 하지 않은 나는 완전히 실패인 것 같아. 왜 이렇게 다를까?",GPT
해야 한다' 진술,추가,"[여자/16세]  
---  
시험을 잘 봐야 한다고 생각했는데, 결과가 나올 생각을 하니 불안해진다. 만약 떨어지면 누구에게도 인정받지 못할 거야. 나는 매번 성적을 잘 유지해야만 하니까.",GPT
해야 한다' 진술,추가,"[여자/17세]
---
우리 엄마가 암 진단을 받으셨어요. 나는 엄마에게 누가 되지 않기 위해 겉으로는 괜찮은 척해야 해. 하지만 속으로는 내가 엄마를 잘 돌봐드리지 못할까 봐 걱정돼. 나는 엄마를 잘 모셔야만 해.",Claude
해야 한다' 진술,추가,"[남자/17세]
---
죽고 싶다.  엄마 아빠 때문에 살아야 한다.  전학 가고 싶은데,  내가 잘해야 한다는 강박에 갇혔다.  항상 1등을 해야 한다.  그래야 칭찬받고,  사랑받는다고 생각한다.  결국,  나는 실패해야 한다.
",Gemini
해야 한다' 진술,일반,"[여자/15세]
---
카톡을 하지 않을 수 없어. 다른 친구들도 다 하니까 나도 해야 할 것 같아. 하지만 너무 답답하고 지우고 싶어. 이 악순환에서 벗어날 방법을 찾기가 힘들어.",CLAUDE
해야 한다' 진술,추가,"[여자/15]  
---  
항상 친구들과 좋은 관계를 유지해야 해. 그렇지 않으면 외톨이가 될 거야. 누군가 나를 피한다면, 내가 뭔가 잘못한 거지. 정말 힘든 상황에서 벗어나기 위해 모든 노력을 해야만 해.",GPT
해야 한다' 진술,추가,"[여자/17세]
---
졸업이 다가오는데, 내 연설 내용은 완벽해야 한다. 부모님께 감동을 주는 편지를 쓰지 않으면 안 된다. 하지만 어떤 말로 표현해야 할지 모르겠다. 실수하면 안 된다. 실패하면 큰일 날 것 같다.",Claude
해야 한다' 진술,추가,"[여자/17]  
---  
나는 고등학교 성적을 잘 받아야 해. 친구들은 다 잘하는데 나는 이렇게 재미없는 공부를 못하고 있으니, 나는 정말 게으른 사람인 것 같아. 다들 나를 바보라고 생각할까봐 두려워.",GPT
해야 한다' 진술,추가,"[여자/16세]
---
발표 준비를 완벽하게 해야만 했어.  실수하면 안 된다는 생각에 밤새 연습했지만,  결국 덜덜 떨리는 목소리로 망쳤어.  내 발표는 최악이었고,  나는 완전히 실패한 사람이야.  모두 나를 비웃을 거야.  나는 더 잘해야만 했어.
",Gemini
해야 한다' 진술,일반,"[여자/15세]
---
엄마 아빠 싸움 소리가 또 들려.  내가 먼저 화해시켜야 해.  아무도 말을 안 걸어.  내가 더 잘해야만 했어.  분위기가 너무 무서워.  내가 잘못한 건가?  모두 내 탓인가 봐.  어떻게 해야 할까?  내가 꼭 해결해야만 해.
",GEMINI
해야 한다' 진술,추가,"[여자/16세]  
---  
수업에서 발표를 잘해야 했는데, 완전히 망쳤어. 친구들이 나를 어색하게 바라보는 것 같고, 나는 완전히 실패한 사람 같아. 다음에는 절대 실수하면 안 된다고 생각해.",GPT
해야 한다' 진술,추가,"[여자/16세]
---
특성화고에 진학해야 하는데, 인문계고에 가야할지 고민되어요. 메이크업학원도 다녀야 하는지, 대체 어떻게 해야 할지 모르겠습니다. 예체능 시험도 준비해야 하고, 내 성적은 실패작일 것 같아 걱정됩니다.",Claude
해야 한다' 진술,추가,"[여자/18]
---
집중해야 한다.  정시만 생각해야 한다.  그런데 자꾸 자소서를 써야 한다는 부모님 말씀이 머릿속을 맴돈다.  내 성적은 내가 책임져야 한다는 생각에 짓눌린다.  춤추고 싶은 마음은 억눌러야만 한다.  내 인생은 내가 계획대로 만들어야 한다.  하지만 모든 게 내 마음대로 되지 않는다.
",Gemini
해야 한다' 진술,추가,"[여자/17세]
--- 
이번 시험에서 좋은 점수를 받지 못했다니 완전히 실패했다고 생각해야 한다. 내가 공부를 열심히 하지 않아서 그런 거라고 확신한다. 앞으로 공부를 더 열심히 해서 완벽한 성적을 받아야만 한다.",Claude
해야 한다' 진술,추가,"[남자/17]
---
나는 의류 사업을 하는 부모님께 기대를 충족시켜야 한다.  디자인은 안정적이지만 재미없고, 만화는 불안정하다.  내가 잘해야 한다는 압박감에 짓눌린다.  나는 뭘 해야 할까?  결정해야만 한다.  나는 실패하면 안 된다.
",Gemini
해야 한다' 진술,일반,"[여자/14]
---
방과 후, 학교 사물함을 꼭 잠갔어야 하는데.  잠그지 않은 것 같아.  계속 확인해야 해.  안 그러면 밤새도록 불안할 거야.  내일 아침까지 확인해야만 잠을 잘 수 있을 거야.  꼭 해야만 해.
",GEMINI
해야 한다' 진술,일반,"[여자/18]
---
고3인 나는 봉사활동을 해야 한다는 생각에 힘들다.  가고 싶지 않은데, 안 가면 친구들이 나를 이상하게 볼까 봐 걱정이다.  내가 괜히 갔다가 봉사활동 분위기를 망치면 어쩌지?  그냥 집에 있고 싶은데…  해야만 하는 일들이 너무 많아.
",GEMINI
해야 한다' 진술,일반,"[여자/17세]
---
엄마는 내가 대학 합격 후에 피어싱을 허락하신다.  하지만 곧 면접인데,  피어싱 없이 면접을 봐야 한다니,  나의 이미지는 망칠 것이고,  합격할 수 없을 것이다.  이번 기회를 놓치면, 다시는 피어싱을 할 수 없을지도 몰라.  어떻게 해야 할까?
",GEMINI
해야 한다' 진술,일반,"[여자/16세]
---
시험을 망쳤어.  다 내 잘못이야.  열심히 했어야 했는데,  더 노력했어야 했는데….  엄마 아빠에게 실망을 안겨드렸어.  내가 이렇게 무능력하니,  살아있는 게 죄 같아.  숨 쉬는 것조차 힘들어.  잘 해야 해,  항상 잘 해야 해.  그래야 괜찮아질 거야.
",GEMINI
감정적 추론,일반,"[남자/14세]
---
요즘 반 애들이 나를 피하는 것 같아. 주동자 둘이 나만 빼고 논다. 다른 애들도 내가 싫어졌다고 말한다니 괜히 나 때문에 친구들이 떠나는 것 같아 슬프다.",CLAUDE
감정적 추론,일반,"[남자/18세]
---
시험 성적표를 받았다.  잘 본 과목도 있었지만,  국어 점수가 너무 낮아 마음이 무너졌다.  내 탓이라고 생각하니, 앞으로의 대학 진학이 불안해졌다.  열심히 했는데도 결과가 안 좋으니,  모든 노력이 무의미하게 느껴진다.  나는 아무것도 할 수 없다는 생각에 휩싸였다.
",GEMINI
감정적 추론,일반,"[남자/고1]
---
친구가 갑자기 변해버렸어요. 정말 싫고 슬픕니다. 어떻게 연락을 해야 할지 모르겠어요. 이대로 친구관계가 깨져버릴까 봐 걱정됩니다.",CLAUDE
감정적 추론,일반,"[여자/18]
---
수능이 코앞인데, 친구와의 다툼이 잊히지 않아.  걔는 웃으며 지내는데, 나는 매일 힘들어.  내 잘못인 걸 알지만, 걔가 먼저 화해할 리 없다는 생각에 마음이 무너져 내린다.  7개월 후에도 우리가 친구일 수 있을까?  괜히 밉고, 슬프다.
",GEMINI
감정적 추론,일반,"[여자/14]
---
짝사랑하는 선배가 내 쪽을 쳐다봤어.  설마 나 좋아하는 건가?  아니야,  내가 너무 착각하는 거겠지.  분명 다른 애를 보고 있었을 거야.  내 모습이 너무 촌스러워 보였을 거고…  망했어.  다시는 선배 앞에 나타나지 말아야겠어.
",GEMINI
감정적 추론,일반,"[여자/16세]
---
불안감에 휩싸여 괴로워해요. 상상한 일이 실제로 벌어진 것처럼 느껴져서 혼란스럽네요. 부모님께 털어놓고 싶지만 말하기 어려워요. 홀로 감내하느라 정말 힘들어요.",CLAUDE
감정적 추론,일반,"[여자/17세]
---
학업에 치여 매일 우울한데, 좋아하는 취미활동도 더 이상 도움이 되지 않아요. 친구들도 제 마음을 이해하지 못하고, 늘 잔소리만 하네요. 앞으로도 이런 현생이 계속될 거라니 정말 힘들어요.",CLAUDE
감정적 추론,일반,"[남자/14세]
---
엄마는 내가 힘들다고 말했는데, 짧은 답장만 보냈다. 친구들과 멀어진 건 내 잘못이라고, 내가 재미없어서 그렇다고 생각했다.  엄마의 말은 따뜻한 위로가 아니었고,  나는 혼자인 것 같다.  내가 잘못했으니, 혼자 남는 게 당연한 거라고.
",GEMINI
감정적 추론,일반,"[여자/16세]
---
수현이랑 싸웠어. 내가 먼저 잘못했지만, 수현이는 계속 냉담해.  내가 사과해도 표정이 안 좋아. 아마도 날 싫어하는 거겠지.  내가 뭘 더 잘못했나 계속 생각하게 돼.  다시는 친구 못 사귈까 봐 무서워.
",GEMINI
감정적 추론,일반,"[여자/16세]
---
학교에 가기가 싫어요. 집에 있으면 울고 항상 기분이 좋지 않아요. 내 자신이 싫고 살 이유를 모르겠어요. 친구들과 함께 있어도 행복하지 않아요. 그저 죽고 싶은 생각만 듭니다.",CLAUDE
감정적 추론,일반,"[여자/15세]
---
수련회 후 집에 왔는데, 엄마가 짜증을 내셨어.  내가 잘못한 것도 아닌데, 엄마 표정 보니 내가 싫어하는 것 같아.  엄마가 나를 싫어하면 나 혼자 남는 거잖아.  숨 막히고, 너무 힘들어.  아무것도 하고 싶지 않아.
",GEMINI
감정적 추론,일반,"[여자/16세]  
---  
교실에서 발표를 준비하면서 불안감이 극에 달했어요. 친구들이 나를 어떻게 평가할지, 내가 제대로 할 수 있을지 고민이 깊어졌어요. 꿈이 정말 맞는지, 내가 이걸 계속 해도 될지 의문이 드네요.",GPT
감정적 추론,일반,"[여자/15세]
---
친구들과 어울리기가 두려워요. 누군가에게 고민을 털어놓으면 소문이 퍼질까봐 걱정돼요. 혼자 힘들어하다 보니 점점 학교생활도 힘들어지고 있어요. 누군가 내 고민을 들어줄 수 있을까요?",CLAUDE
감정적 추론,일반,"[여자/15세]
---
새 신발이 너무 갖고 싶다. 친구들은 다 최신 나이키를 신는데, 엄마는 돈 아깝다고 한다.  내가 원하는 건 평범한 게 아닌데, 엄마는 왜 항상 나만 몰라주는 걸까?  다른 애들 엄마는 다 이해해주는데…  결국 낡은 신발을 신고, 친구들 눈치만 보게 됐다.  속상하다.
",GEMINI
감정적 추론,일반,"[여자/16세]
---
아무도 모르는 새 학원에 오자 두려움이 밀려와요. 여자애들은 아이돌로 대화가 쉬울지 모르지만, 남자애들과는 대화할 주제가 없어 겁이 납니다. 게임도 잘 모르니 어울리기 어려울 것 같아요.",CLAUDE
감정적 추론,일반,"[여자/17세]
--- 
학교에서는 친구들이 나를 배신할까 봐 걱정돼요. 이번에 시험을 망치면 꿈도 이룰 수 없을 것 같아 너무 불안해요. 주변 사람들이 나를 어떻게 생각할지 끊임없이 고민되네요.",CLAUDE
감정적 추론,일반,"[여자/17세]
---
시험 결과가 너무 낮아.  망했어.  다 끝났어.  재수강은 싫고,  다시는 좋은 성적을 못 받을 것 같아.  내 인생은 이제 망한 거야.  전부 내 잘못이야.  어떻게 해야 할지 모르겠어.
",GEMINI
감정적 추론,일반,"[여자/중2]
---
항상 무언가 위험할 것 같아서 걱정돼. 혹시 학교 갈 때 길이 위험할까봐 걱정되고, 집에 있어도 누군가 들어올까봐 겁이 나. 이렇게 일상생활에서 늘 불안에 떨고 있어.",CLAUDE
감정적 추론,일반,"[여자/16세]
---
오늘 학교에서 친구들이 자꾸 나를 무시하는 것 같아요. 내가 뭘 잘못했는지도 모르겠고, 계속해서 짜증이 났어요. 모두가 나를 피하는 것 같아 외롭고 불안해요. 왜 이런 일이 일어나는 걸까요?",CLAUDE
